event,date,division,round,bout_no,boxer_a,country_a,boxer_b,country_b,winner,result,date_raw,date_source,page
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Men - 60 Kg (EM-60kg),,127,MELKUMIAN GEORGES BENIK,LUX,DRYDEN JACK,ENG,DRYDEN JACK,WP 5:0,JU. 5 FEB. 2026,title,19
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Men - 65 Kg (EM-65kg),,128,JAMWAL ABHINASH,IND,ALIEV ELVIN,UKR,ALIEV ELVIN,WP 4:1,JU. 5 FEB. 2026,title,19
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Men - 65 Kg (EM-65kg),,129,LABRIE GABRIEL ALY,CAN,IBARRECHE CONDE OIER,ESP,IBARRECHE CONDE OIER,WP 4:1,JU. 5 FEB. 2026,title,19
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Men - 75 Kg (EM-75kg),,130,ZAKHARIEIEV YURII,UKR,SALAS MANUEL BENI,BEL,ZAKHARIEIEV YURII,WP 5:0,JU. 5 FEB. 2026,title,20
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Men - 75 Kg (EM-75kg),,131,KONSBEKOV AMAN,KAZ,EL QADMI HASSANA,FRA,KONSBEKOV AMAN,WP 5:0,JU. 5 FEB. 2026,title,20
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Men - 90 Kg (EM-90kg),,132,TOGAMBAY SAGYNDYK,KAZ,SOUKOUNA KANDORO,FRA,TOGAMBAY SAGYNDYK,WP 5:0,JU. 5 FEB. 2026,title,20
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Men - 90 Kg (EM-90kg),,133,BELEZIKA ELWIN,SWE,MICHKOVSKYI PAVLO,UKR,MICHKOVSKYI PAVLO,WP 4:0,JU. 5 FEB. 2026,title,20
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Men + 90 Kg (EM+90kg),,134,KHALETSKYI ANDRII,UKR,GLADOSEV DMITRI,EST,KHALETSKYI ANDRII,WP 5:0,JU. 5 FEB. 2026,title,20
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Men + 90 Kg (EM+90kg),,135,WILLIAMS MATT,ENG,ORALBAY AIBEK,KAZ,ORALBAY AIBEK,WP 4:1,JU. 5 FEB. 2026,title,20
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 48 Kg (EW-48kg),,136,LYNIV SOLOMIIA,UKR,RANI MANJU,IND,RANI MANJU,WP 5:0,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,21
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 51 Kg (EW-51kg),,137,NITU,IND,RAKSAT CHUTHAMAT,THA,NITU,WP 5:0,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,21
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 54 Kg (EW-54kg),,138,PREETI,IND,HAMDI AYA,FRA,PREETI,WP 5:0,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,21
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 57 Kg (EW-57kg),,139,WEERHEIM GABRIELLA,NED,PARSONS VIVIEN,ENG,WEERHEIM GABRIELLA,WP 4:1,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,21
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 60 Kg (EW-60kg),,140,PRIYA,IND,van der TOORN MAUD,NED,PRIYA,WP 5:0,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,21
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 65 Kg (EW-65kg),,141,YADAV PRANJAL,IND,SERIK NAZERKE,KAZ,SERIK NAZERKE,WP 3:2,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,21
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 70 Kg (EW-70kg),,142,MARTINEZ MAS DUNIA,ESP,CHOURDHARY ARUNDHATI,IND,CHOURDHARY ARUNDHATI,WP 5:0,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,21
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 75 Kg (EW-75kg),,143,ECCLES ROSIE,WAL,BORGOHAIN LOVLINA,IND,BORGOHAIN LOVLINA,WP 5:0,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,21
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 80 Kg (EW-80kg),,144,NAINA,IND,SADYKOVA GUZAL,KAZ,NAINA,WP 5:0,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,22
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women + 80 Kg (EW+80kg),,145,SADYKOVA UMIDA,KAZ,MANIKRAT KAUR,IND,SADYKOVA UMIDA,RSC R1,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,22
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 50 Kg (EM-50kg),,146,DIAZ LOPEZ CARLOS,ESP,TASHKENBAY SANZHAR,KAZ,TASHKENBAY SANZHAR,WP 5:0,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,22
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 55 Kg (EM-55kg),,147,SABYRKHAN MAKHMD,KAZ,MANDENGBA JAMUNI SINGH,IND,SABYRKHAN MAKHMD,WP 5:0,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,22
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 60 Kg (EM-60kg),,148,AL AHMADEH KEOMA-ALI,CAN,MOHAMMED HUSSAM UDDIN,IND,AL AHMADEH KEOMA-ALI,WP 5:0,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,22
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 65 Kg (EM-65kg),,149,PIDNUCH KHUNATIP,THA,OUNAI MOHAMED,FRA,OUNAI MOHAMED,WP 4:1,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,22
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 70 Kg (EM-70kg),,150,HITESH,IND,SABYRKHAN TOREKHAN,KAZ,SABYRKHAN TOREKHAN,WP 5:0,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,22
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 75 Kg (EM-75kg),,151,NURSEITOV TIMUR,KAZ,AKASH,IND,NURSEITOV TIMUR,WP 4:1,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,22
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 80 Kg (EM-80kg),,152,ILLIUSHIA PAVLO,UKR,COY BERNAL PABLO,ESP,ILLIUSHIA PAVLO,WP 4:1,VI. 6 FEB. 2026,title,23
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 85 Kg (EM-85kg),,153,FRESNEDA RICARDO ADRIAN,ESP,ORALBAY NURBEK,KAZ,ORALBAY NURBEK,WP 3:2,VI. 6 FEB. 2026,title,23
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 90 Kg (EM-90kg),,154,REYES PLA ENMANUEL,ESP,OKOH ISSAC,ENG,REYES PLA ENMANUEL,WP 3:2,VI. 6 FEB. 2026,title,23
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men + 90 Kg (EM+90kg),,155,ASSYLKHAN NURASSYL,KAZ,LOVCHYNSKYI DMYTRO,UKR,ASSYLKHAN NURASSYL,WP 4:1,VI. 6 FEB. 2026,title,23
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 48 Kg (EW-48kg),,156,TURGANOVA YELYANUR,KAZ,LOPEZ DEL ARBOL MARTA,ESP,LOPEZ DEL ARBOL MARTA,WP 5:0,VI. 6 FEB. 2026,title,24
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 51 Kg (EW-51kg),,157,GUTIERREZ SALMERON NOELIA,ESP,POKUSAI TAISSIA,UKR,GUTIERREZ SALMERON NOELIA,WP 3:2,VI. 6 FEB. 2026,title,24
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 54 Kg (EW-54kg),,158,SMITH IVY-JANE,ENG,POONAM,IND,POONAM,WP 4:1,VI. 6 FEB. 2026,title,24
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 57 Kg (EW-57kg),,159,RUENROS PUNRAWEE,THA,AL AHMADEH MARIE,CAN,RUENROS PUNRAWEE,WP 5:0,VI. 6 FEB. 2026,title,24
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 60 Kg (EW-60kg),,160,DOVHAL TETIANA,UKR,SOMNUENK THANANYA,THA,DOVHAL TETIANA,WP 3:2,VI. 6 FEB. 2026,title,24
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 65 Kg (EW-65kg),,161,ALLEN KAYLA,ENG,KAJAL,IND,ALLEN KAYLA,WP 5:0,VI. 6 FEB. 2026,title,24
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 70 Kg (EW-70kg),,162,BADIN ANDREA,FRA,TARAN ANASTASIIA,UKR,TARAN ANASTASIIA,WP 5:0,VI. 6 FEB. 2026,title,24
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women - 75 Kg (EW-75kg),,163,THOKCHOM SANAMACHA CHANU,IND,SMITH MARY-KATE,ENG,THOKCHOM SANAMACHA CHANU,WP 4:0,VI. 6 FEB. 2026,title,24
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Women + 80 Kg (EW+80kg),,164,GULLEN ORTIZ TINDAYA LUCIA,ESP,SEIITKHANKYZY PANAR,KAZ,SEIITKHANKYZY PANAR,WP 5:0,VI. 6 FEB. 2026,title,25
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 50 Kg (EM-50kg),,165,ONGAROV NURZAT,KAZ,MAGHRAOUI FRYYAH ISMAEL,ESP,MAGHRAOUI FRYYAH ISMAEL,WP 4:1,VI. 6 FEB. 2026,title,25
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 55 Kg (EM-55kg),,166,TROWBRIDGE ELLIS,ENG,TOMINES MAXIMUS,CAN,TROWBRIDGE ELLIS,WP 3:2,VI. 6 FEB. 2026,title,25
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 60 Kg (EM-60kg),,167,SACHIN,IND,DRYDEN JACK,ENG,SACHIN,WP 4:1,VI. 6 FEB. 2026,title,25
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 65 Kg (EM-65kg),,168,ALIIEV ELVIN,UKR,IBARRECHE CONDE OIER,ESP,ALIIEV ELVIN,ABD R2,VI. 6 FEB. 2026,title,25
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 70 Kg (EM-70kg),,169,MURSAL NURBEK,KAZ,DEEPAK,IND,DEEPAK,RSC R1,VI. 6 FEB. 2026,title,25
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 75 Kg (EM-75kg),,170,ZAKHARIEIEV YURII,UKR,KONSBEKOV AMAN,KAZ,KONSBEKOV AMAN,WP 4:0,VI. 6 FEB. 2026,title,25
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 80 Kg (EM-80kg),,171,ANKUSH,IND,BEKTAS AZAMAT,KAZ,ANKUSH,WP 4:0,VI. 6 FEB. 2026,title,25
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 85 Kg (EM-85kg),,172,PANAH ARYAN SAED,NEU,LAKTINOV MYKOLA,UKR,PANAH ARYAN SAED,WP 3:2,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,26
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men - 90 Kg (EM-90kg),,173,TOGAMBAY SAGYNDYK,KAZ,MICHKOVSKYI PAVLO,UKR,TOGAMBAY SAGYNDYK,WP 5:0,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,26
BOXAM ELITE 2026 - LA NUCÍA,2026-02-06,Elite Men + 90 Kg (EM+90kg),,174,KHALETSKYI ANDRII,UKR,ORALBAY AIBEK,KAZ,ORALBAY AIBEK,WP 5:0,VI. 6 FEB. 2026 15:30 - AFTERNOON,title,26
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48kg),,175,RANI MANJU,IND,LOPEZ DEL ARBOL MARTA,ESP,RANI MANJU,WP 5:0,SÁ. 7 FEB. 2026,title,27
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51kg),,176,NITU,IND,GUTIERREZ SALMERON NOELIA,ESP,NITU,WP 5:0,SÁ. 7 FEB. 2026,title,27
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54kg),,177,PREETI,IND,POONAM,IND,POONAM,WP 4:1,SÁ. 7 FEB. 2026,title,27
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57kg),,178,WEERHEIM GABRIELLA,NED,RUENROS PUNRAWEE,THA,RUENROS PUNRAWEE,WP 5:0,SÁ. 7 FEB. 2026,title,27
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60kg),,179,PRIYA,IND,DOVHAL TETIANA,UKR,PRIYA,WP 5:0,SÁ. 7 FEB. 2026,title,27
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65kg),,180,SERIK NAZERKE,KAZ,ALLEN KAYLA,ENG,ALLEN KAYLA,WP 3:2,SÁ. 7 FEB. 2026,title,27
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70kg),,181,CHOURDHARY ARUNDHATI,IND,TARAN ANASTASIIA,UKR,CHOURDHARY ARUNDHATI,WP 5:0,SÁ. 7 FEB. 2026,title,27
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75kg),,182,BORGOHAIN LOVLINA,IND,SMITH MARY-KATE,ENG,BORGOHAIN LOVLINA,WP 4:1,SÁ. 7 FEB. 2026,title,27
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 80 Kg (EW-80kg),,183,PISKUN RAISA,UKR,NAINA,IND,NAINA,WP 4:1,SÁ. 7 FEB. 2026 15:30 - AFTERNOON,title,28
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80kg),,184,SADYKOVA UMIDA,KAZ,SEIITKAHNKYZY PANAR,KAZ,SADYKOVA UMIDA,RSC R1,SÁ. 7 FEB. 2026 15:30 - AFTERNOON,title,28
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50kg),,185,TASHKENBAY SANZHAR,KAZ,MAGHRAOUI FRYHAH ISMAEL,SWE,TASHKENBAY SANZHAR,WP 5:0,SÁ. 7 FEB. 2026 15:30 - AFTERNOON,title,28
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55kg),,186,SABYRKHAN MAKMHUD,KAZ,TROWBRIDGE ELLIS,ENG,SABYRKHAN MAKMHUD,RSC-I R2,SÁ. 7 FEB. 2026 15:30 - AFTERNOON,title,28
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60kg),,187,AL AHMADIEH KEOMA-ALI,CAN,SACHIN,IND,SACHIN,WP 3:2,SÁ. 7 FEB. 2026 15:30 - AFTERNOON,title,28
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65kg),,188,OUNAI MOHAMED,FRA,ALIEV ELVIN,UKR,ALIEV ELVIN,WO,SÁ. 7 FEB. 2026 15:30 - AFTERNOON,title,28
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70kg),,189,SABYRKHAN TOREKHAN,KAZ,DEEPAK,IND,SABYRKHAN TOREKHAN,WP 4:1,SÁ. 7 FEB. 2026 15:30 - AFTERNOON,title,28
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75kg),,190,AKASH,IND,KONSBEKOV AMAN,KAZ,AKASH,WP 3:2,SÁ. 7 FEB. 2026 15:30 - AFTERNOON,title,28
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80kg),,191,ILLIUSHA PAVLO,UKR,ANKUSH,IND,ILLIUSHA PAVLO,WP 5:0,SÁ. 7 FEB. 2026,title,29
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85kg),,192,ORALBAY NURBEK,KAZ,PANAH ARYAN SAED,NEU,ORALBAY NURBEK,WP 5:0,SÁ. 7 FEB. 2026,title,29
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90kg),,193,REYES PLA EMANUEL,ESP,TOGAMABAY SAGYNDYK,KAZ,REYES PLA EMANUEL,WP 3:2,SÁ. 7 FEB. 2026,title,29
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90kg),,194,ASSYLKHAN NURASSYL,KAZ,ORALBAY AIBEK,KAZ,ORALBAY AIBEK,WP 5:0,SÁ. 7 FEB. 2026,title,29
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48 kg),Quarterfinals,,LYNIV SOLOMIIA,UKR,,,LYNIV SOLOMIIA,Bye,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,32
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48 kg),Quarterfinals,,D'ALMEIDA GLORIA,FRA,RANI MANJU,IND,RANI MANJU,RSC R1,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,32
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48 kg),Quarterfinals,,TURGANOVA YELYANUR,KAZ,,,TURGANOVA YELYANUR,Bye,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,32
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48 kg),Quarterfinals,,LOPEZ DEL ARBOL MARTA,ESP,,,LOPEZ DEL ARBOL MARTA,Bye,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,32
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48 kg),Semifinals,,LYNIV SOLOMIIA,UKR,RANI MANJU,IND,RANI MANJU,WP 5:0,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,32
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48 kg),Semifinals,,TURGANOVA YELYANUR,KAZ,LOPEZ DEL ARBOL MARTA,ESP,LOPEZ DEL ARBOL MARTA,WP 5:0,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,32
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48 kg),Final,,RANI MANJU,IND,LOPEZ DEL ARBOL MARTA,ESP,RANI MANJU,WP 5:0,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,32
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Preliminaries,,MARYNCHUK YAROSLAVA,UKR,WRIGHT MCKENZIE,CAN,WRIGHT MCKENZIE,WP 5:0,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Preliminaries,,BARCELÓ CALDERÓN LAURA,ESP,NITU,IND,NITU,RSC R1,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Preliminaries,,ALCANIZ APARICI CLAUDIA,ESP,KUSUM,IND,KUSUM,WP 4:1,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Preliminaries,,GUO YI-XUAN,TPE,RAKSAT CHUTHAMAT,THA,RAKSAT CHUTHAMAT,WP 5:0,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Preliminaries,,GUTIERREZ SALMERON NOELIA,ESP,ABDUMEZHITOVA RAKHMINA,KAZ,GUTIERREZ SALMERON NOELIA,WP 5:0,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Preliminaries,,OSTROVSKA TETIANA,UKR,BOUREGA MAYSSOUN,FRA,BOUREGA MAYSSOUN,WP 5:0,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Preliminaries,,MOPIN KAELYA,FRA,POKUSAI TAISSIA,UKR,POKUSAI TAISSIA,WP 3:2,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Preliminaries,,OULKADI EL IDRISSI SARA,ESP,CHIU CHING-YU,TPE,CHIU CHING-YU,WP 5:0,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Quarterfinals,,WRIGHT MCKENZIE,CAN,NITU,IND,NITU,WP 5:0,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Quarterfinals,,KUSUM,IND,RAKSAT CHUTHAMAT,THA,RAKSAT CHUTHAMAT,WP 5:0,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Quarterfinals,,GUTIERREZ SALMERON NOELIA,ESP,BOUREGA MAYSSOUN,FRA,GUTIERREZ SALMERON NOELIA,WP 5:0,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Quarterfinals,,POKUSAI TAISSIA,UKR,CHIU CHING-YU,TPE,POKUSAI TAISSIA,WP 4:1,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Semifinals,,NITU,IND,RAKSAT CHUTHAMAT,THA,NITU,WP 5:0,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Semifinals,,GUTIERREZ SALMERON NOELIA,ESP,POKUSAI TAISSIA,UKR,GUTIERREZ SALMERON NOELIA,WP 5:0,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),Final,,NITU,IND,GUTIERREZ SALMERON NOELIA,ESP,NITU,WP 5:0,SÀ. 7 FEB. 2026,As of line,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),Preliminaries,,GONZALEZ CACERES MARIA,ESP,,,GONZALEZ CACERES MARIA,Bye,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),Preliminaries,,SHKEUL VICTORIIA,UKR,,,SHKEUL VICTORIIA,Bye,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),Preliminaries,,HAMDI AYA,FRA,,,HAMDI AYA,Bye,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),Preliminaries,,de FELICE ANGELA,SUI,,,de FELICE ANGELA,Bye,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),Preliminaries,,SMITH IVY-JANE,ENG,,,SMITH IVY-JANE,Bye,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),Preliminaries,,POONAM,IND,,,POONAM,Bye,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),Quarterfinals,,GONZALEZ CACERES MARIA,ESP,PREETI,IND,PREETI,WP 5:0,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),Quarterfinals,,SHKEUL VICTORIIA,UKR,HAMDI AYA,FRA,HAMDI AYA,WP 4:1,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),Quarterfinals,,de FELICE ANGELA,SUI,SMITH IVY-JANE,ENG,SMITH IVY-JANE,WP 5:0,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),Quarterfinals,,CHONGPRONGKLANG NATNICHA,THA,POONAM,IND,POONAM,WP 5:0,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),Semifinals,,PREETI,IND,HAMDI AYA,FRA,PREETI,ABD,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),Semifinals,,SMITH IVY-JANE,ENG,POONAM,IND,POONAM,WP 5:0,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),Final,,PREETI,IND,POONAM,IND,POONAM,WP 4:1,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Preliminaries,,CARDENAS FERNANDEZ ANDREA,ESP,,,CARDENAS FERNANDEZ ANDREA,Bye,SÁ. 7 FEB. 2026,As of line,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Preliminaries,,ISSAYEVA SHAKHNAZ,KAZ,WEERHEIM GABRIELLA,NED,WEERHEIM GABRIELLA,WP 4:1,SÁ. 7 FEB. 2026,As of line,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Preliminaries,,MORELL RAMIREZ VANESA,ESP,PRACHI,IND,PRACHI,WP 5:0,SÁ. 7 FEB. 2026,As of line,35
